Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-11 22:15:00,58693.83984375,58788.83984375,58668.90625,58696.77734375,58696.77734375,376584192
2024-08-11 22:30:00,58686.01171875,58955.07421875,58667.44140625,58895.3828125,58895.3828125,328824832
2024-08-11 22:45:00,58875.0234375,59133.28515625,58875.0234375,59014.30078125,59014.30078125,189786112
2024-08-11 23:00:00,59007.94921875,59007.94921875,58754.71875,58754.71875,58754.71875,81291264
2024-08-11 23:15:00,58759.67578125,58974.453125,58759.67578125,58958.640625,58958.640625,91617280
2024-08-11 23:30:00,58962.51171875,59009.8046875,58874.66015625,58887.32421875,58887.32421875,61569024
2024-08-11 23:45:00,58836.56640625,58868.31640625,58757.7734375,58757.7734375,58757.7734375,115306496
2024-08-12 00:00:00,58725.26171875,58879.89453125,58689.92578125,58879.89453125,58879.89453125,96694272
2024-08-12 00:15:00,58876.78125,59054.5,58687.8515625,58687.8515625,58687.8515625,76871680
2024-08-12 00:30:00,58673.703125,58673.703125,58380.30859375,58394.0,58394.0,415150080
2024-08-12 00:45:00,58361.53515625,58649.375,58361.53515625,58444.83203125,58444.83203125,300124160
2024-08-12 01:00:00,58447.16015625,58663.32421875,58312.54296875,58663.32421875,58663.32421875,165087232
2024-08-12 01:15:00,58626.95703125,58763.1171875,58537.54296875,58551.71484375,58551.71484375,276703232
2024-08-12 01:30:00,58524.2578125,58564.984375,58352.46875,58564.984375,58564.984375,132395008
2024-08-12 01:45:00,58615.35546875,58689.60546875,58540.6328125,58647.5859375,58647.5859375,183742464
2024-08-12 02:00:00,58610.625,58620.01171875,58433.859375,58558.5703125,58558.5703125,61657088
2024-08-12 02:15:00,58609.54296875,58609.54296875,58486.15625,58486.15625,58486.15625,95889408
2024-08-12 02:30:00,58472.55078125,58481.55859375,58366.875,58366.875,58366.875,68079616
2024-08-12 02:45:00,58400.7890625,58702.6484375,58394.671875,58702.6484375,58702.6484375,205477888
2024-08-12 03:00:00,58699.27734375,58795.78515625,58561.07421875,58562.9453125,58562.9453125,126830592
2024-08-12 03:15:00,58497.3828125,58646.00390625,58470.46484375,58633.921875,58633.921875,33230848
2024-08-12 03:30:00,58626.47265625,58706.5703125,58538.90625,58538.90625,58538.90625,20418560
2024-08-12 03:45:00,58524.765625,58588.46875,58522.515625,58522.515625,58522.515625,28309504
2024-08-12 04:00:00,58524.1796875,58588.34375,58524.1796875,58542.9609375,58542.9609375,25470976
2024-08-12 04:15:00,58454.74609375,58522.05078125,58394.03125,58522.05078125,58522.05078125,33456128
2024-08-12 04:30:00,58521.59375,58556.015625,58497.640625,58556.015625,58556.015625,34709504
2024-08-12 04:45:00,58629.65625,58676.16796875,58536.29296875,58536.29296875,58536.29296875,97499136
2024-08-12 05:00:00,58529.94140625,58602.109375,58529.94140625,58600.109375,58600.109375,62156800
2024-08-12 05:15:00,58597.18359375,58597.18359375,58540.3359375,58540.3359375,58540.3359375,31535104
2024-08-12 05:30:00,58614.15234375,58673.04296875,58542.109375,58542.109375,58542.109375,134082560
2024-08-12 05:45:00,58491.59765625,58589.49609375,58460.21875,58572.58203125,58572.58203125,115935232
2024-08-12 06:00:00,58607.8046875,58607.8046875,58457.828125,58501.3359375,58501.3359375,32593920
2024-08-12 06:15:00,58475.77734375,58475.77734375,58396.703125,58453.17578125,58453.17578125,124647424
2024-08-12 06:30:00,58506.70703125,58506.70703125,58325.9609375,58325.9609375,58325.9609375,76664832
2024-08-12 06:45:00,58331.4609375,58442.4921875,58215.4296875,58442.4921875,58442.4921875,211974144
2024-08-12 07:00:00,58425.7421875,58425.7421875,58179.98828125,58179.98828125,58179.98828125,130213888
2024-08-12 07:15:00,58112.56640625,58318.7578125,57712.96875,58318.7578125,58318.7578125,579856384
2024-08-12 07:30:00,58326.30078125,58917.29296875,58326.30078125,58826.03125,58826.03125,639913984
2024-08-12 07:45:00,58689.2109375,58793.921875,58611.171875,58679.56640625,58679.56640625,370651136
2024-08-12 08:00:00,58688.0078125,58969.140625,58688.0078125,58814.98828125,58814.98828125,251838464
2024-08-12 08:15:00,58830.66015625,58895.31640625,58789.06640625,58826.62109375,58826.62109375,208482304
2024-08-12 08:30:00,58756.09765625,58858.44140625,58662.41015625,58662.41015625,58662.41015625,66070528
2024-08-12 08:45:00,58635.41015625,58635.4140625,58400.8203125,58400.8203125,58400.8203125,8247296
2024-08-12 09:00:00,58370.515625,58481.11328125,58370.515625,58452.53125,58452.53125,101158912
2024-08-12 09:15:00,58502.7109375,58594.0390625,58309.296875,58309.296875,58309.296875,53078016
2024-08-12 09:30:00,58268.1015625,58370.96875,58211.30078125,58370.96875,58370.96875,111644672
2024-08-12 09:45:00,58373.5546875,58373.5546875,58274.6328125,58338.0546875,58338.0546875,6297600
2024-08-12 10:00:00,58317.49609375,58353.45703125,58189.00390625,58329.6640625,58329.6640625,21098496
2024-08-12 10:15:00,58267.67578125,58606.10546875,58267.67578125,58606.10546875,58606.10546875,260812800
2024-08-12 10:30:00,58670.4765625,58801.09765625,58616.18359375,58759.11328125,58759.11328125,272060416
2024-08-12 10:45:00,58759.70703125,59003.06640625,58759.70703125,59003.06640625,59003.06640625,208191488
2024-08-12 11:00:00,59048.1953125,59427.78515625,59048.1953125,59380.33984375,59380.33984375,222322688
2024-08-12 11:15:00,59373.609375,59599.28125,59373.609375,59586.57421875,59586.57421875,475660288
2024-08-12 11:30:00,59575.53125,59806.03515625,59507.06640625,59780.5390625,59780.5390625,491372544
2024-08-12 11:45:00,59654.2890625,59974.5,59654.2890625,59889.015625,59889.015625,249956352
2024-08-12 12:00:00,59890.17578125,59890.17578125,59735.2578125,59763.609375,59763.609375,86646784
2024-08-12 12:15:00,59730.8671875,59755.8203125,59596.04296875,59750.16796875,59750.16796875,43104256
2024-08-12 12:30:00,59779.11328125,59892.19140625,59588.609375,59588.609375,59588.609375,234129408
2024-08-12 12:45:00,59549.2890625,59722.28515625,59549.2890625,59698.0625,59698.0625,86908928
2024-08-12 13:00:00,59745.19140625,59819.58203125,59645.4453125,59744.453125,59744.453125,1173504
2024-08-12 13:15:00,59739.546875,59739.546875,59522.0703125,59522.0703125,59522.0703125,0
2024-08-12 13:30:00,59550.71484375,59649.4609375,58904.828125,58913.3984375,58913.3984375,305987584
2024-08-12 13:45:00,58846.5,58846.5,58216.01953125,58216.01953125,58216.01953125,782950400
2024-08-12 14:00:00,58189.22265625,59195.078125,57882.33203125,59195.078125,59195.078125,787496960
2024-08-12 14:15:00,59365.66796875,59778.58984375,59167.140625,59714.421875,59714.421875,1158375424
2024-08-12 14:30:00,59604.5625,60600.03515625,59484.88671875,60322.65234375,60322.65234375,1103824896
2024-08-12 14:45:00,60234.78515625,60317.83203125,60143.62109375,60309.453125,60309.453125,521154560
2024-08-12 15:00:00,60316.875,60494.08203125,60143.72265625,60143.72265625,60143.72265625,90959872
2024-08-12 15:15:00,60155.96484375,60374.41796875,59468.2890625,59579.11328125,59579.11328125,400003072
2024-08-12 15:30:00,59652.828125,59939.87890625,59422.3828125,59698.3203125,59698.3203125,591507456
2024-08-12 15:45:00,59930.1328125,60133.79296875,59803.921875,60133.79296875,60133.79296875,434065408
2024-08-12 16:00:00,60210.6640625,60365.91796875,59999.08984375,60018.11328125,60018.11328125,236007424
2024-08-12 16:15:00,60009.21484375,60009.21484375,59721.66796875,59793.75,59793.75,266870784
2024-08-12 16:30:00,59807.9765625,59972.9296875,59746.39453125,59860.6484375,59860.6484375,137232384
2024-08-12 16:45:00,59833.79296875,59926.43359375,59623.01953125,59661.109375,59661.109375,154464256
2024-08-12 17:00:00,59628.90234375,59773.89453125,59628.90234375,59655.2265625,59655.2265625,157487104
2024-08-12 17:15:00,59733.8515625,59900.9921875,59589.796875,59659.1875,59659.1875,133455872
2024-08-12 17:30:00,59649.78125,59761.203125,59649.78125,59665.2421875,59665.2421875,101548032
2024-08-12 17:45:00,59632.078125,59662.54296875,59342.34375,59364.8125,59364.8125,152547328
2024-08-12 18:00:00,59325.55078125,59422.89453125,59268.90234375,59422.89453125,59422.89453125,189038592
2024-08-12 18:15:00,59468.90234375,59468.90234375,59197.765625,59215.5859375,59215.5859375,118833152
2024-08-12 18:30:00,59210.421875,59210.421875,59039.0625,59083.79296875,59083.79296875,153948160
2024-08-12 18:45:00,59019.765625,59019.765625,58514.8515625,58514.8515625,58514.8515625,307294208
2024-08-12 19:00:00,58542.28125,59050.640625,58542.28125,59019.59765625,59019.59765625,344621056
2024-08-12 19:15:00,59045.65625,59289.30078125,59045.65625,59239.8203125,59239.8203125,104542208
2024-08-12 19:30:00,59206.09375,59239.25390625,59128.5703125,59131.45703125,59131.45703125,0
2024-08-12 19:45:00,59058.6875,59106.15625,58942.64453125,58996.375,58996.375,174366720
2024-08-12 20:00:00,59048.03515625,59220.89453125,59047.3203125,59218.33203125,59218.33203125,0
2024-08-12 20:15:00,59220.7265625,59306.8984375,59191.24609375,59191.59765625,59191.59765625,0
2024-08-12 20:30:00,59150.4140625,59375.109375,59113.54296875,59375.109375,59375.109375,0
2024-08-12 20:45:00,59336.2265625,59336.2265625,58798.9453125,58871.01171875,58871.01171875,141746176
2024-08-12 21:00:00,58864.46484375,58864.46484375,58622.0,58768.00390625,58768.00390625,0
2024-08-12 21:15:00,58819.14453125,58819.14453125,58736.14453125,58781.3671875,58781.3671875,0
2024-08-12 21:30:00,58783.51953125,59224.1015625,58783.51953125,59018.0,59018.0,184848384
2024-08-12 21:45:00,59031.59375,59195.7734375,58968.8984375,58974.35546875,58974.35546875,6918144
2024-08-12 22:00:00,58977.1953125,59210.01953125,58977.1953125,59161.015625,59161.015625,0
2024-08-12 22:15:00,59152.98046875,59218.0546875,59122.21875,59167.94921875,59167.94921875,0
2024-08-12 22:30:00,59168.49609375,59168.49609375,58940.0390625,58977.3828125,58977.3828125,0
2024-08-12 22:45:00,58956.15234375,59101.74609375,58912.77734375,59079.49609375,59079.49609375,27885568
2024-08-12 23:00:00,59072.39453125,59361.59765625,59072.39453125,59361.59765625,59361.59765625,30859264
2024-08-12 23:15:00,59354.5625,59724.52734375,59316.9296875,59316.9296875,59316.9296875,318836736
2024-08-12 23:30:00,59303.47265625,59531.40234375,59303.47265625,59441.2578125,59441.2578125,120004608
2024-08-12 23:45:00,59409.76171875,59409.76171875,59305.2421875,59342.12109375,59342.12109375,1998848
2024-08-13 00:00:00,59358.06640625,59605.578125,59331.00390625,59351.62890625,59351.62890625,63709184
2024-08-13 00:15:00,59431.1015625,59672.5,59356.40625,59672.5,59672.5,47300608
2024-08-13 00:30:00,59671.36328125,59760.43359375,59517.625,59623.125,59623.125,0
2024-08-13 00:45:00,59560.29296875,59875.9609375,59517.50390625,59828.78125,59828.78125,95174656
2024-08-13 01:00:00,59797.546875,59905.5,59562.359375,59613.13671875,59613.13671875,0
2024-08-13 01:15:00,59555.203125,59715.5,59555.203125,59620.05078125,59620.05078125,0
2024-08-13 01:30:00,59570.6015625,59739.7578125,59570.6015625,59711.1328125,59711.1328125,5513216
2024-08-13 01:45:00,59711.50390625,59817.5703125,59711.50390625,59729.59765625,59729.59765625,27017216
2024-08-13 02:00:00,59746.90625,59795.88671875,59519.7265625,59519.7265625,59519.7265625,0
2024-08-13 02:15:00,59478.96484375,59526.9140625,59387.44140625,59526.9140625,59526.9140625,171573248
2024-08-13 02:30:00,59592.1875,59605.02734375,59444.453125,59476.4453125,59476.4453125,56778752
2024-08-13 02:45:00,59473.6640625,59509.1953125,59433.921875,59483.94921875,59483.94921875,0
2024-08-13 03:00:00,59489.59765625,59489.59765625,59052.875,59223.203125,59223.203125,52387840
2024-08-13 03:15:00,59185.03125,59466.46875,59168.31640625,59336.87890625,59336.87890625,421523456
2024-08-13 03:30:00,59351.68359375,59351.68359375,59077.31640625,59077.31640625,59077.31640625,4874240
2024-08-13 03:45:00,59061.19921875,59061.19921875,58922.33984375,59026.88671875,59026.88671875,181886976
2024-08-13 04:00:00,59049.44921875,59053.54296875,58876.0859375,58911.4609375,58911.4609375,58286080
2024-08-13 04:15:00,58934.3671875,59153.640625,58934.3671875,59140.9375,59140.9375,88055808
2024-08-13 04:30:00,59142.04296875,59248.96875,59142.04296875,59248.96875,59248.96875,39337984
2024-08-13 04:45:00,59241.87109375,59261.59765625,59185.79296875,59239.8046875,59239.8046875,43425792
2024-08-13 05:00:00,59238.51953125,59238.51953125,59129.87890625,59208.828125,59208.828125,11825152
2024-08-13 05:15:00,59227.87109375,59278.234375,59149.73046875,59261.00390625,59261.00390625,90939392
2024-08-13 05:30:00,59272.94140625,59278.7109375,59224.1953125,59275.40625,59275.40625,0
2024-08-13 05:45:00,59271.90234375,59324.6640625,59219.0234375,59226.7109375,59226.7109375,0
2024-08-13 06:00:00,59232.50390625,59313.98828125,59178.3984375,59218.5859375,59218.5859375,0
2024-08-13 06:15:00,59207.43359375,59207.43359375,59019.58984375,59110.65625,59110.65625,34201600
2024-08-13 06:30:00,59126.7421875,59272.85546875,59120.765625,59267.91796875,59267.91796875,75407360
2024-08-13 06:45:00,59261.71484375,59454.19140625,59261.71484375,59428.91015625,59428.91015625,50413568
2024-08-13 07:00:00,59408.09765625,59408.09765625,59317.57421875,59359.38671875,59359.38671875,0
2024-08-13 07:15:00,59426.59375,59467.92578125,59185.66796875,59199.44140625,59199.44140625,0
2024-08-13 07:30:00,59155.79296875,59284.3984375,59155.79296875,59282.46484375,59282.46484375,0
2024-08-13 07:45:00,59293.078125,59316.82421875,59220.4375,59244.74609375,59244.74609375,24788992
2024-08-13 08:00:00,59246.0078125,59246.0078125,59131.56640625,59227.48828125,59227.48828125,0
2024-08-13 08:15:00,59283.12109375,59314.0,59056.04296875,59056.04296875,59056.04296875,13193216
2024-08-13 08:30:00,59073.43359375,59144.18359375,58990.2734375,59112.828125,59112.828125,43175936
2024-08-13 08:45:00,59074.99609375,59099.7421875,58977.28515625,59099.7421875,59099.7421875,0
2024-08-13 09:00:00,59105.3984375,59105.3984375,58943.1640625,58996.77734375,58996.77734375,0
2024-08-13 09:15:00,59013.109375,59013.109375,58791.83203125,58975.171875,58975.171875,19759104
2024-08-13 09:30:00,59003.6171875,59070.5234375,58856.87109375,58946.390625,58946.390625,20262912
2024-08-13 09:45:00,58887.12890625,58971.953125,58840.6875,58940.52734375,58940.52734375,14635008
2024-08-13 10:00:00,58959.40625,58981.26171875,58839.49609375,58890.73046875,58890.73046875,7053312
2024-08-13 10:15:00,58870.25390625,58870.25390625,58519.1484375,58670.359375,58670.359375,99647488
2024-08-13 10:30:00,58732.3125,58771.65625,58589.015625,58704.18359375,58704.18359375,37629952
2024-08-13 10:45:00,58711.7109375,58781.921875,58673.9765625,58695.71484375,58695.71484375,2293760
2024-08-13 11:00:00,58699.5625,58796.88671875,58624.8828125,58711.0234375,58711.0234375,0
2024-08-13 11:15:00,58730.43359375,58799.87109375,58712.10546875,58723.2578125,58723.2578125,0
2024-08-13 11:30:00,58722.40234375,58902.0625,58722.40234375,58902.0625,58902.0625,0
2024-08-13 11:45:00,58890.21484375,58890.21484375,58786.55078125,58805.73046875,58805.73046875,0
2024-08-13 12:00:00,58823.94140625,58994.39453125,58823.94140625,58994.39453125,58994.39453125,11122688
2024-08-13 12:15:00,58947.30859375,58965.328125,58816.88671875,58830.57421875,58830.57421875,64356352
2024-08-13 12:30:00,58863.265625,59085.63671875,58863.265625,59022.1015625,59022.1015625,243957760
2024-08-13 12:45:00,58887.3671875,59189.62890625,58849.4140625,59189.62890625,59189.62890625,145864704
2024-08-13 13:00:00,59174.015625,59200.55078125,59085.76953125,59129.60546875,59129.60546875,36661248
2024-08-13 13:15:00,59014.015625,59058.6015625,58914.34765625,58914.34765625,58914.34765625,82372608
2024-08-13 13:30:00,58948.2578125,59220.24609375,58948.2578125,59188.828125,59188.828125,80093184
2024-08-13 13:45:00,59247.6796875,59417.59765625,59247.6796875,59417.59765625,59417.59765625,0
2024-08-13 14:00:00,59411.91796875,59478.5546875,59334.42578125,59478.5546875,59478.5546875,0
2024-08-13 14:15:00,59569.28125,59653.62109375,59461.82421875,59495.61328125,59495.61328125,0
2024-08-13 14:30:00,59461.6953125,59461.6953125,59163.43359375,59435.65234375,59435.65234375,0
2024-08-13 14:45:00,59521.2734375,59762.51171875,59521.2734375,59659.46484375,59659.46484375,0
2024-08-13 15:00:00,59640.31640625,59715.24609375,59486.078125,59486.078125,59486.078125,0
2024-08-13 15:15:00,59527.875,59590.2265625,59458.40625,59557.03515625,59557.03515625,0
2024-08-13 15:30:00,59540.4921875,59540.4921875,59397.45703125,59499.47265625,59499.47265625,0
2024-08-13 15:45:00,59486.2890625,59543.25390625,59455.890625,59514.125,59514.125,0
2024-08-13 16:00:00,59517.4296875,59744.609375,59513.88671875,59744.609375,59744.609375,0
2024-08-13 16:15:00,59778.92578125,60030.08203125,59778.92578125,59991.73828125,59991.73828125,242049024
2024-08-13 16:30:00,59946.43359375,60614.63671875,59946.43359375,60614.63671875,60614.63671875,494913536
2024-08-13 16:45:00,60652.87890625,61170.15625,60652.87890625,61170.15625,61170.15625,807634944
2024-08-13 17:00:00,61172.30859375,61384.94140625,61029.94921875,61332.046875,61332.046875,542341120
2024-08-13 17:15:00,61392.0625,61459.19921875,61239.99609375,61340.2109375,61340.2109375,384045056
2024-08-13 17:30:00,61318.41015625,61533.71484375,61318.41015625,61533.71484375,61533.71484375,254271488
2024-08-13 17:45:00,61546.75390625,61546.75390625,61007.02734375,61226.2109375,61226.2109375,320112640
2024-08-13 18:00:00,61215.70703125,61215.70703125,61041.00390625,61179.421875,61179.421875,80936960
2024-08-13 18:15:00,61129.41796875,61129.41796875,60930.546875,60949.453125,60949.453125,43888640
2024-08-13 18:30:00,60986.45703125,61122.76953125,60901.69921875,60993.4140625,60993.4140625,43995136
2024-08-13 18:45:00,60981.84765625,60981.84765625,60793.27734375,60842.0234375,60842.0234375,0
2024-08-13 19:00:00,60837.99609375,60837.99609375,60661.76953125,60683.2890625,60683.2890625,0
2024-08-13 19:15:00,60616.6796875,60792.2578125,60295.4609375,60792.2578125,60792.2578125,91195392
2024-08-13 19:30:00,60793.828125,60812.38671875,60683.48046875,60687.7734375,60687.7734375,369088512
2024-08-13 19:45:00,60747.0859375,60987.03515625,60747.0859375,60869.98046875,60869.98046875,28211200
2024-08-13 20:00:00,60856.41015625,60942.859375,60856.41015625,60874.23046875,60874.23046875,0
2024-08-13 20:15:00,60862.4453125,60862.4453125,60611.16796875,60677.73828125,60677.73828125,0
2024-08-13 20:30:00,60685.3515625,60770.8125,60654.23828125,60681.42578125,60681.42578125,6985728
2024-08-13 20:45:00,60710.02734375,60723.20703125,60603.52734375,60603.52734375,60603.52734375,0
2024-08-13 21:00:00,60591.73828125,60628.234375,60532.1796875,60628.234375,60628.234375,0
2024-08-13 21:15:00,60621.44140625,60909.3515625,60621.44140625,60828.54296875,60828.54296875,41009152
